folder,branchpoints,pixels,area,bpp,bppa
./edema_tutorial_example/qupath_project/export/sick/tiles,118,275859,17518.149936,0.00042775475877169134,0.0067358711068860435
./edema_tutorial_example/qupath_project/export/healthy/tiles,19,261666,16616.837664000002,7.261164996598717e-05,0.0011434185242817328
